PERIODO,ESTU_CONSECUTIVO,ESTU_TIPODOCUMENTO,ESTU_PAIS_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_MCPIO_RESIDE,ESTU_CODDANE_COLE_TERMINO,ESTU_COD_COLE_MCPIO_TERMINO,ESTU_COD_DEPTO_PRESENTACION,INST_COD_INSTITUCION,INST_NOMBRE_INSTITUCION,INST_CARACTER_ACADEMICO,ESTU_NUCLEO_PREGRADO,ESTU_INST_DEPARTAMENTO,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,ESTU_PRGM_ACADEMICO,ESTU_PRGM_DEPARTAMENTO,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_DEPTO_PRESENTACION,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_HORASSEMANATRABAJA,ESTU_SNIES_PRGMACADEMICO,ESTU_PRIVADO_LIBERTAD,ESTU_NACIONALIDAD,ESTU_ESTUDIANTE,ESTU_GENERO,ESTU_COLE_TERMINO,ESTU_PAGOMATRICULAPADRES,ESTU_ESTADOINVESTIGACION,ESTU_FECHANACIMIENTO,ESTU_PAGOMATRICULAPROPIO,ESTU_TIPODOCUMENTOSB11,FAMI_EDUCACIONPADRE,FAMI_TIENEAUTOMOVIL,FAMI_TIENELAVADORA,FAMI_ESTRATOVIVIENDA,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_EDUCACIONMADRE,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,MOD_INGLES_DESEM,MOD_LECTURA_CRITICA_PUNT,MOD_INGLES_PUNT,MOD_COMPETEN_CIUDADA_PUNT
20195,EK201950295506,CC,COLOMBIA,05,ANTIOQUIA,05266,ENVIGADO,305266000052,05266,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,ANTIOQUIA,05360,ITAGÜÍ,No,Si,Menos de 10 horas,55167,N,COLOMBIA,ESTUDIANTE,M,1943,No,PUBLICAR,16/08/1996,No,TI,Primaria completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,166,156,3,B2,198,202,189
20195,EK201950161669,CC,COLOMBIA,05,ANTIOQUIA,05631,SABANETA,305360000066,05360,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05631,SABANETA,No,No,Menos de 10 horas,3689,N,COLOMBIA,ESTUDIANTE,M,5630,Si,PUBLICAR,31/07/1997,No,CC,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,196,165,3,A2,167,166,168
20195,EK201950231932,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Más de 30 horas,3348,N,COLOMBIA,ESTUDIANTE,F,,Si,PUBLICAR,04/08/1997,No,TI,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,172,194,4,B1,184,196,110
20195,EK201950301000,CC,COLOMBIA,05,ANTIOQUIA,05631,SABANETA,105360000628,05360,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05631,SABANETA,Si,No,Más de 30 horas,3689,N,COLOMBIA,ESTUDIANTE,M,18166,No,PUBLICAR,27/02/1997,Si,TI,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,210,140,2,A1,150,139,130
20203,EK202030154663,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,F,,No,PUBLICAR,22/12/1987,Si,CR,Primaria incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,166,184,4,A2,158,166,163
20203,EK202030246042,CC,COLOMBIA,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,305266000095,05266,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,M,LICEO FRANCISCO RESTREPO MOLINA,Si,PUBLICAR,08/07/1994,Si,CR,Secundaria (Bachillerato) completa,No,Si,Estrato 1,No,No,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,169,82,1,-A1,174,103,158
20203,EK202030175223,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,305001021741,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Más de 30 horas,3801,N,COLOMBIA,ESTUDIANTE,M,CENT DE ENSENANZA LATINOAMERICANA - CENLA,No,PUBLICAR,07/08/1989,Si,TI,Técnica o tecnológica completa,,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,141,132,2,-A1,112,84,140
20203,EK202030175728,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,305088002631,05088,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,Si,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,F,COL PARROQUIAL JUAN PABLO II,No,PUBLICAR,08/07/1991,Si,TI,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,171,132,2,B1,184,186,158
20203,EK202030112684,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,105310000031,05310,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,,3347,N,COLOMBIA,ESTUDIANTE,F,LICEO DE GOMEZ PLATA,Si,PUBLICAR,16/10/1996,No,TI,,,,,,,,OFICIAL DEPARTAMENTAL,146,116,2,A1,167,135,160
20203,EK202030134051,CC,COLOMBIA,05,ANTIOQUIA,05212,COPACABANA,,,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Menos de 10 horas,2937,N,COLOMBIA,ESTUDIANTE,F,,Si,PUBLICAR,21/04/1996,No,TI,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,114,156,3,-A1,117,120,120
20212,EK202120091234,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,373001009720,73001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA AGRONÓMICA, PECUARIA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA AGROPECUARIA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,BOGOTÁ,11001,BOGOTÁ D.C.,Si,No,Menos de 10 horas,5243,N,COLOMBIA,ESTUDIANTE,M,GIMNASIO LOS ROBLES,Si,PUBLICAR,10/01/1996,Si,TI,Postgrado,Si,Si,Estrato 4,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,172,179,3,B2,140,217,170
20212,EK202120086736,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,305001012181,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Entre 11 y 20 horas,55167,N,COLOMBIA,ESTUDIANTE,M,COL SAN JUAN EUDES,Si,PUBLICAR,05/06/1997,No,TI,Técnica o tecnológica incompleta,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,98,141,2,B1,134,179,164
20212,EK202120074273,CC,COLOMBIA,05,ANTIOQUIA,05360,ITAGÜÍ,,,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,3348,N,COLOMBIA,ESTUDIANTE,M,,No,PUBLICAR,06/03/1993,Si,TI,Primaria completa,No,Si,Estrato 3,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,183,125,2,B1,135,167,125
20212,EK202120246489,CC,COLOMBIA,05,ANTIOQUIA,05308,GIRARDOTA,305308000520,05308,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,BOGOTÁ,11001,BOGOTÁ D.C.,Si,No,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,F,INSTITUTO PARROQUIAL NUESTRA SEÑORA DE LA PRESENTACION,Si,PUBLICAR,03/11/1991,No,TI,Primaria completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,153,98,1,A2,136,164,128
20212,EK202120095233,CC,COLOMBIA,05,ANTIOQUIA,05631,SABANETA,105631000068,05631,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,3348,N,COLOMBIA,ESTUDIANTE,M,COLEGIO RAFAEL J. MEJIA,Si,PUBLICAR,20/12/1994,Si,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,166,158,3,B1,154,167,108
20212,EK202120192654,CC,COLOMBIA,05,ANTIOQUIA,05847,URRAO,105001026131,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA AGRONÓMICA, PECUARIA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA AGROPECUARIA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05847,URRAO,No,No,Menos de 10 horas,5243,N,COLOMBIA,ESTUDIANTE,M,INST EDUC EL PINAL,Si,PUBLICAR,21/10/1995,Si,CC,Primaria completa,No,No,Estrato 3,No,No,Primaria completa,OFICIAL DEPARTAMENTAL,175,166,3,A1,137,98,113
20212,EK202120090020,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001019674,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,3689,N,COLOMBIA,ESTUDIANTE,M,INST EDUC MIRAFLORES - LUIS EDUARDO VALENCIA GARCIA,Si,PUBLICAR,18/06/1999,No,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,OFICIAL DEPARTAMENTAL,220,137,2,B2,180,199,175
20183,EK201830236294,CC,COLOMBIA,05,ANTIOQUIA,05266,ENVIGADO,105001000108,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05631,SABANETA,No,No,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,F,INSTITUCION EDUCATIVA CENTRO FORMATIVO DE ANTIOQUIA - CEFA,No,PUBLICAR,14/07/1991,Si,TI,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 3,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,179,154,3,A1,162,127,116
20183,EK201830054465,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Más de 30 horas,3689,N,COLOMBIA,ESTUDIANTE,F,,No,PUBLICAR,24/03/1991,Si,TI,Primaria incompleta,No,Si,Estrato 2,Si,No,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,140,126,2,A1,100,123,157
20183,EK201830129108,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,305088000639,05088,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05088,BELLO,No,No,Entre 11 y 20 horas,3689,N,COLOMBIA,ESTUDIANTE,M,COL PARROQUIAL NUESTRA SEÑORA DE CHIQUINQUIRA,Si,PUBLICAR,28/06/1996,No,TI,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,205,155,3,B1,188,177,156
20183,EK201830150830,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,105088002829,05088,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Entre 11 y 20 horas,3347,N,COLOMBIA,ESTUDIANTE,F,COL  TOMAS CADAVID,Si,PUBLICAR,22/07/1993,No,TI,Secundaria (Bachillerato) completa,No,Si,Estrato 4,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,126,92,1,A1,102,133,120
20183,EK201830026063,CC,COLOMBIA,05,ANTIOQUIA,05615,RIONEGRO,105615001062,05615,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05615,RIONEGRO,No,No,Entre 11 y 20 horas,3689,N,COLOMBIA,ESTUDIANTE,M,INSTITUCION EDUCATIVA CONCEJO MUNICIPAL EL PORVENIR,Si,PUBLICAR,25/01/1991,No,TI,Técnica o tecnológica completa,Si,Si,Estrato 4,Si,Si,Postgrado,OFICIAL DEPARTAMENTAL,154,133,2,A1,122,142,127
20195,EK201950118747,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,0,2937,N,COLOMBIA,ESTUDIANTE,M,,Si,PUBLICAR,17/09/1996,No,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,154,128,2,A2,180,154,127
20195,EK201950229033,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"DEPORTES, EDUCACIÓN FÍSICA Y RECREACIÓN",ANTIOQUIA,05001,MEDELLÍN,PROFESIONAL EN DEPORTE,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,Si,Menos de 10 horas,3729,N,COLOMBIA,ESTUDIANTE,M,,Si,PUBLICAR,24/10/1996,Si,TI,Técnica o tecnológica incompleta,No,No,Estrato 3,No,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,114,118,2,A1,97,125,106
20195,EK201950271504,CC,COLOMBIA,05,ANTIOQUIA,05360,ITAGÜÍ,105266000461,05266,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05360,ITAGÜÍ,Si,No,Entre 11 y 20 horas,3801,N,COLOMBIA,ESTUDIANTE,F,23581,Si,PUBLICAR,20/03/1997,No,TI,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,147,140,2,A2,177,162,158
20195,EK201950194998,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001003280,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,,2937,N,COLOMBIA,ESTUDIANTE,M,23448,No,PUBLICAR,02/12/1992,Si,TI,,,,,,,,OFICIAL DEPARTAMENTAL,201,133,2,A2,148,148,161
20195,EK201950329444,CC,COLOMBIA,05,ANTIOQUIA,05615,RIONEGRO,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,ANTIOQUIA,05615,RIONEGRO,No,No,Entre 21 y 30 horas,2540,N,COLOMBIA,ESTUDIANTE,M,,No,PUBLICAR,24/12/1967,Si,CC,Ninguno,No,Si,Estrato 3,Si,Si,Ninguno,OFICIAL DEPARTAMENTAL,116,151,3,A2,125,157,97
20203,EK202030332858,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001002011,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Menos de 10 horas,55167,N,COLOMBIA,ESTUDIANTE,F,INST EDUC FEDERICO OZANAM,Si,PUBLICAR,06/08/1998,No,TI,Educación profesional completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,141,178,3,B2,192,201,180
20203,EK202030175812,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001002305,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Entre 21 y 30 horas,3801,N,COLOMBIA,ESTUDIANTE,M,INST EDUC MARISCAL ROBLEDO,Si,PUBLICAR,04/01/1996,Si,CC,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,157,94,1,A2,169,155,141
20203,EK202030090753,CC,COLOMBIA,05,ANTIOQUIA,05266,ENVIGADO,205686000223,05686,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05686,SANTA ROSA DE OSOS,No,No,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,M,I.E.R. MONSEÑOR MIGUEL ANGEL BUILES,Si,PUBLICAR,09/07/1999,No,TI,Primaria completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,200,163,3,B1,221,175,206
